id,price
0,6.30057667731629
1,8.47190909090909
2,9.350666666666662
3,7.852732394366199
4,9.196757188498397
5,8.037443037974688
6,7.297186351706033
7,7.0560545454545425
8,6.118521739130434
9,6.572022672455353
10,9.353642857142857
11,7.125799999999997
12,8.516660714285715
13,8.02888846153847
14,6.572022672455353
15,7.034604166666667
16,7.8510909090909085
17,6.461628078817747
18,9.366623456790117
19,8.853068345323749
20,6.759884892086331
21,8.868238095238095
22,9.555197278911566
23,6.709172413793103
24,9.025525316455687
25,7.034604166666667
26,7.125799999999997
27,9.634926356589139
28,8.037873239436621
29,8.331370370370369
30,6.871077333333336
31,8.453404133180236
32,8.453404133180236
33,6.118521739130434
34,9.652295336787569
35,8.345117021276593
36,9.350666666666662
37,7.615848484848483
38,9.025525316455687
39,9.634926356589139
40,9.350666666666662
41,8.540655172413793
42,7.1621999999999995
43,8.440811111111111
44,7.333585858585856
45,6.118521739130434
46,6.433546827794563
47,9.634926356589139
48,8.906055045871561
49,8.541076923076927
50,7.470718061674012
51,7.0605
52,7.562180904522609
53,7.726733668341705
54,6.861670468948052
55,6.712838235294127
56,8.84139931740614
57,8.868238095238095
58,6.572022672455353
59,6.973622222222222
60,7.5300666666666665
61,8.453404133180236
62,6.572022672455353
63,7.738929411764706
64,8.009625000000002
65,7.562180904522609
66,9.160291666666668
67,8.009625000000002
68,7.769818181818182
69,8.02888846153847
70,9.353642857142857
71,6.573699999999998
72,6.572022672455353
73,7.896659574468084
74,6.535338888888889
75,6.572022672455353
76,6.572022672455353
77,8.868238095238095
78,6.6203833333333275
79,7.526142857142856
80,7.92310650887574
81,6.688103825136615
82,8.258290215588724
83,6.900026315789472
84,8.453404133180236
85,6.30057667731629
86,7.144825870646768
87,7.144825870646768
88,7.78492903225806
89,8.258290215588724
90,6.600538461538463
91,8.453404133180236
92,6.861670468948052
93,6.535338888888889
94,9.161577114427871
95,7.9001192307692305
96,6.572022672455353
97,8.037443037974688
98,6.861670468948052
99,6.331472972972964
100,8.77421355932203
101,6.461628078817747
102,6.572022672455353
103,9.196757188498397
104,8.622192982456143
105,8.3548
106,8.453404133180236
107,8.154074468085106
108,6.712838235294127
109,6.572022672455353
110,7.493835135135137
111,8.733598039215686
112,9.634926356589139
113,6.433546827794563
114,7.485446327683617
115,6.331472972972964
116,9.183670212765962
117,7.759698324022347
118,6.853923913043475
119,8.484955801104968
120,7.528819444444442
121,6.461628078817747
122,7.896659574468084
123,8.453404133180236
124,8.47190909090909
125,7.699528301886791
126,6.118521739130434
127,8.651092592592592
128,8.84139931740614
129,8.453404133180236
130,8.453404133180236
131,6.688103825136615
132,7.896659574468084
133,6.180499999999999
134,6.6203833333333275
135,9.183670212765962
136,8.156275862068965
137,7.699528301886791
138,8.21158823529412
139,7.562180904522609
140,8.778009090909089
141,7.297186351706033
142,8.61411274509804
143,6.801631669535287
144,6.433546827794563
145,8.84139931740614
146,9.555197278911566
147,7.079145695364235
148,6.839413333333334
149,7.485446327683617
150,6.572022672455353
151,8.84139931740614
152,7.896659574468084
153,7.493835135135137
154,7.726733668341705
155,7.726733668341705
156,6.228821705426359
157,9.196757188498397
158,6.30057667731629
159,6.813015723270444
160,8.355388059701493
161,6.415107843137252
162,7.92310650887574
163,6.535338888888889
164,7.079145695364235
165,6.927649999999998
166,8.453404133180236
167,7.92310650887574
168,6.331472972972964
169,8.31722784810127
170,7.5703807106599035
171,8.453404133180236
172,8.84139931740614
173,8.331370370370369
174,8.453404133180236
175,6.665882352941176
176,6.180499999999999
177,6.30057667731629
178,7.776216216216215
179,6.6203833333333275
180,8.453404133180236
181,6.712838235294127
182,7.3119736842105265
183,7.528819444444442
184,8.61411274509804
185,7.125799999999997
186,6.801631669535287
187,8.453404133180236
188,6.048733333333334
189,6.226267515923568
190,6.118521739130434
191,8.84139931740614
192,7.726733668341705
193,8.6253
194,9.652295336787569
195,8.868238095238095
196,8.158126582278484
197,6.180499999999999
198,7.562180904522609
199,8.331370370370369
200,8.84139931740614
201,6.572022672455353
202,6.331472972972964
203,8.893914285714287
204,8.453404133180236
205,6.759884892086331
206,8.037873239436621
207,6.461628078817747
208,6.30057667731629
209,8.98776923076923
210,8.607742138364788
211,8.868238095238095
212,8.449607692307692
213,6.665882352941176
214,8.17903
215,7.034604166666667
216,6.871077333333336
217,7.562180904522609
218,7.551921568627449
219,6.335031746031744
220,6.572022672455353
221,7.125799999999997
222,8.156275862068965
223,7.485446327683617
224,6.572022672455353
225,8.853068345323749
226,6.30057667731629
227,7.9001192307692305
228,6.228821705426359
229,9.729702702702705
230,8.4961948051948
231,8.853068345323749
232,6.572022672455353
233,9.043107142857144
234,8.453404133180236
235,8.622192982456143
236,6.335031746031744
237,9.620933884297509
238,9.195778688524577
239,9.652295336787569
240,6.572022672455353
241,7.125799999999997
242,7.297186351706033
243,7.738929411764706
244,8.868238095238095
245,6.461628078817747
246,8.246661016949153
247,8.331370370370369
248,8.17903
249,6.853923913043475
250,6.572022672455353
251,7.6233148148148135
252,6.335031746031744
253,9.195778688524577
254,9.196757188498397
255,8.622192982456143
256,6.600538461538463
257,6.180499999999999
258,9.350666666666662
259,7.759698324022347
260,6.141917808219178
261,8.622192982456143
262,6.180499999999999
263,7.0639933333333325
264,8.541076923076927
265,9.161577114427871
266,6.813015723270444
267,8.61411274509804
268,6.801631669535287
269,9.350666666666662
270,8.84139931740614
271,8.98776923076923
272,7.562180904522609
273,6.861670468948052
274,7.333585858585856
275,6.572022672455353
276,7.1621999999999995
277,9.634926356589139
278,8.622192982456143
279,9.3095
280,7.47786842105263
281,6.572022672455353
282,7.562180904522609
283,7.0639933333333325
284,6.572022672455353
285,6.853923913043475
286,6.712838235294127
287,6.861670468948052
288,6.376038461538458
289,7.92310650887574
290,6.853923913043475
291,7.5583563218390815
292,9.555197278911566
293,6.572022672455353
294,6.861670468948052
295,8.622192982456143
296,6.665882352941176
297,8.453404133180236
298,8.453404133180236
299,7.316472843450486
300,8.853068345323749
301,7.0605
302,7.0325888888888874
303,8.84139931740614
304,6.118521739130434
305,6.461628078817747
306,7.470718061674012
307,9.555197278911566
308,9.06332307692308
309,9.025096153846151
310,8.453404133180236
311,6.572022672455353
312,6.665882352941176
313,8.540655172413793
314,9.077444444444446
315,8.509875000000001
316,6.118521739130434
317,9.634926356589139
318,6.461628078817747
319,6.433546827794563
320,8.345117021276593
321,8.607742138364788
322,6.461628078817747
323,9.183670212765962
324,8.453404133180236
325,6.572022672455353
326,6.801631669535287
327,9.350666666666662
328,6.839413333333334
329,6.399702702702703
330,6.331472972972964
331,8.516660714285715
332,8.158126582278484
333,6.871077333333336
334,6.759884892086331
335,6.331472972972964
336,8.154074468085106
337,8.516660714285715
338,7.297186351706033
339,8.853068345323749
340,7.776216216216215
341,6.839413333333334
342,8.915720930232554
343,8.453404133180236
344,6.9357058823529405
345,7.470718061674012
346,7.759698324022347
347,6.461628078817747
348,8.141645161290326
349,6.861670468948052
350,7.92310650887574
351,8.349392638036816
352,8.453404133180236
353,9.161577114427871
354,9.555197278911566
355,7.8510909090909085
356,8.040595744680852
357,9.729702702702705
358,7.611684210526315
359,8.258290215588724
360,9.729702702702705
361,7.470718061674012
362,8.453404133180236
363,7.566999999999999
364,8.484955801104968
365,7.104845070422535
366,9.555197278911566
367,6.118521739130434
368,9.634926356589139
369,6.433546827794563
370,9.043107142857144
371,6.9761999999999995
372,6.572022672455353
373,7.034604166666667
374,8.607742138364788
375,8.453404133180236
376,7.297186351706033
377,8.84139931740614
378,8.453404133180236
379,8.853068345323749
380,6.180177777777778
381,6.572022672455353
382,6.180499999999999
383,8.77421355932203
384,9.555197278911566
385,8.77421355932203
386,6.861670468948052
387,6.572022672455353
388,6.228821705426359
389,8.6253
390,8.440811111111111
391,6.600538461538463
392,9.634926356589139
393,6.415107843137252
394,6.572022672455353
395,7.73545138888889
396,8.853068345323749
397,6.141917808219178
398,8.453404133180236
399,9.161577114427871
400,6.572022672455353
401,9.555197278911566
402,8.778009090909089
403,9.634926356589139
404,7.1621999999999995
405,8.6253
406,8.258290215588724
407,8.622192982456143
408,8.77421355932203
409,8.258290215588724
410,9.161577114427871
411,6.900026315789472
412,8.040595744680852
413,8.453404133180236
414,8.453404133180236
415,6.712838235294127
416,6.871077333333336
417,6.665882352941176
418,7.125799999999997
419,7.485446327683617
420,8.453404133180236
421,8.853068345323749
422,6.590296610169492
423,7.428493975903616
424,8.484955801104968
425,6.48835294117647
426,7.428493975903616
427,8.453404133180236
428,8.639
429,8.84139931740614
430,7.407409090909092
431,7.73545138888889
432,8.869416666666664
433,8.037443037974688
434,6.973622222222222
435,6.597079999999998
436,6.494574074074076
437,8.868238095238095
438,6.335031746031744
439,7.828919191919191
440,7.5583563218390815
441,6.494574074074076
442,9.161577114427871
443,6.688103825136615
444,8.355388059701493
445,7.771839999999998
446,7.485446327683617
447,7.297186351706033
448,8.84139931740614
449,6.30057667731629
450,7.0560545454545425
451,8.98776923076923
452,8.453404133180236
453,6.572022672455353
454,7.0605
455,7.485446327683617
456,6.665882352941176
457,6.226267515923568
458,8.453404133180236
459,8.24852
460,8.6253
461,8.622192982456143
462,6.861670468948052
463,8.02888846153847
464,8.778009090909089
465,7.0639933333333325
466,8.453404133180236
467,9.350666666666662
468,8.453404133180236
469,7.470718061674012
470,8.622192982456143
471,8.453404133180236
472,7.981500000000001
473,8.974369230769234
474,7.104845070422535
475,8.4961948051948
476,8.258290215588724
477,8.355388059701493
478,6.461628078817747
479,6.476862068965517
480,6.759884892086331
481,7.828919191919191
482,8.156275862068965
483,7.0560545454545425
484,7.125799999999997
485,8.255
486,7.537576923076921
487,7.693789473684212
488,8.868238095238095
489,7.562180904522609
490,6.331472972972964
491,7.92310650887574
492,7.316472843450486
493,6.572022672455353
494,8.449607692307692
495,8.733598039215686
496,7.0605
497,8.453404133180236
498,9.183670212765962
499,8.607742138364788
500,7.9001192307692305
501,9.555197278911566
502,8.132076923076925
503,7.354990384615389
504,6.839413333333334
505,8.622192982456143
506,6.226267515923568
507,9.025096153846151
508,8.453404133180236
509,8.037443037974688
510,7.1899649122807014
511,9.634926356589139
512,8.868238095238095
513,6.712838235294127
514,8.84139931740614
515,7.761089171974525
516,8.484955801104968
517,6.535338888888889
518,8.853068345323749
519,7.5703807106599035
520,6.871077333333336
521,8.02888846153847
522,7.493835135135137
523,8.453404133180236
524,8.453404133180236
525,8.141645161290326
526,7.896659574468084
527,8.541076923076927
528,6.573042553191492
529,6.861670468948052
530,6.688103825136615
531,7.776216216216215
532,8.868238095238095
533,7.470718061674012
534,7.776216216216215
535,9.350666666666662
536,8.915720930232554
537,8.301585034013604
538,9.195778688524577
539,9.521390243902436
540,8.02888846153847
541,6.861670468948052
542,9.254537037037036
543,8.453404133180236
544,8.331370370370369
545,6.30057667731629
546,7.562180904522609
547,6.48835294117647
548,6.572022672455353
549,8.622192982456143
550,6.331472972972964
551,8.453404133180236
552,7.316472843450486
553,6.180499999999999
554,6.572022672455353
555,6.6203833333333275
556,7.73545138888889
557,9.366623456790117
558,7.981500000000001
559,7.493835135135137
560,8.24852
561,6.476862068965517
562,8.77421355932203
563,9.042407407407405
564,6.433546827794563
565,6.572022672455353
566,8.02888846153847
567,7.0605
568,8.453404133180236
569,7.9001192307692305
570,6.572022672455353
571,9.025096153846151
572,6.226267515923568
573,9.042407407407405
574,8.246661016949153
575,6.572022672455353
576,8.84139931740614
577,7.485446327683617
578,8.607742138364788
579,9.036073170731706
580,8.149
581,7.896659574468084
