id,price
0,6.2940866742486445
1,8.521765842030682
2,9.342539679438111
3,7.851730648938451
4,8.910228681284632
5,8.042395263334894
6,7.122214967364697
7,6.973208337996889
8,6.395154965047702
9,6.582073445049676
10,9.443761830425967
11,7.327407854614304
12,8.406828207637117
13,8.208833853561794
14,6.569234778433536
15,7.130668241210859
16,7.635938918178416
17,6.458911148160848
18,9.359643047592181
19,9.021549925782882
20,6.7167314256121005
21,9.00574165233414
22,9.606219301808313
23,6.78263329316187
24,9.173778557555202
25,7.141299559037338
26,7.139061006130499
27,9.639647588760354
28,8.031873551719787
29,8.418523020625857
30,6.737194083046308
31,8.447258321343288
32,8.384873465327487
33,6.233011860257247
34,9.65387601206903
35,8.44564877435947
36,9.208445430326368
37,7.626890217230604
38,9.223775696852924
39,9.635045385998968
40,9.147959988618169
41,8.355495044632143
42,7.162595534365161
43,8.396825207705453
44,7.373087645234428
45,6.4279660025061744
46,6.48069965265301
47,9.627153345916145
48,8.82283669193057
49,8.542970403744594
50,7.537848640922013
51,7.0397539933777855
52,7.744706682448577
53,7.702941520929178
54,6.898642908479572
55,6.732349075209608
56,8.901172057865773
57,9.209513623203945
58,6.623928061509524
59,6.943853709613872
60,7.444341647883142
61,8.349337113999876
62,6.586185114014505
63,7.6721772666353525
64,7.960259000224877
65,7.471973431408876
66,9.044593056326889
67,7.950489114733496
68,7.657961836753737
69,8.063758039166325
70,9.48866058079131
71,6.646226133881694
72,6.641688322511282
73,7.910558878286562
74,6.52596113426554
75,6.651921743365027
76,6.6255206676348966
77,9.006915347387281
78,6.736125023393213
79,7.527118651110945
80,7.890196610124878
81,6.630099712974101
82,8.305895619801776
83,6.791116302692729
84,8.392836066569883
85,6.307117764175659
86,7.230284445684225
87,7.022043339368598
88,7.884846699957024
89,8.326178308106774
90,6.6124245396858505
91,8.369733742069041
92,7.146246069274755
93,6.414670970046393
94,9.17162011489327
95,7.851948867262431
96,6.618431235741349
97,8.044960122700408
98,6.779589100485466
99,6.4485576484411915
100,8.73859482834825
101,6.502330170777552
102,6.6430842413869255
103,9.134361282710428
104,8.907214656373757
105,8.391708461514684
106,8.473079925261924
107,8.122864916646712
108,6.696576909754287
109,6.549265078115439
110,7.516289639705311
111,8.762681836359363
112,9.65987003802244
113,6.4998034314321185
114,7.4592737266154
115,6.438969350081803
116,9.095318881675936
117,7.687460855956746
118,6.762001119947855
119,8.373556660091124
120,7.454505874557631
121,6.406870169219789
122,7.8707589152537025
123,8.385588039555316
124,8.461437328727273
125,7.76702324537406
126,6.395938387070164
127,8.602562743874506
128,8.644113746126312
129,8.400301035369026
130,8.343443789664976
131,6.678072146245604
132,7.870984379626131
133,6.349195029088751
134,6.746066341056323
135,9.43459301040482
136,7.886918793759281
137,7.56495630945298
138,8.128171443347219
139,7.446895871162936
140,8.56908737274428
141,7.404577184628411
142,8.740668727415727
143,6.831700214218855
144,6.447369259271198
145,8.654693900781467
146,9.622031607259215
147,7.085729940736671
148,6.817336653109335
149,7.557015439691515
150,6.582945358779812
151,8.61471796546856
152,7.845587891821555
153,7.5340527098876455
154,7.77298936703869
155,7.732260464256565
156,6.294241409238989
157,9.078956391269099
158,6.357536487386074
159,6.809507020447627
160,8.2515851808555
161,6.402652619908392
162,7.854629086125896
163,6.513711086569276
164,7.139972061202988
165,6.781289917687055
166,8.342995721808583
167,7.953296619153377
168,6.406243972235798
169,8.17865567314473
170,7.499907637254818
171,8.468339054482273
172,8.669578241351259
173,8.387724063069012
174,8.543240700095005
175,7.033359236719047
176,6.237826329463153
177,6.361278842034812
178,7.612999186436593
179,6.8936006963960335
180,8.489755784218726
181,6.74769401084294
182,7.2743494526374795
183,7.451638705692708
184,8.774888153090885
185,7.163928238311773
186,6.665522196004262
187,8.543766570542324
188,6.1144061424559695
189,6.235805927430112
190,6.198512969052921
191,8.570202694325177
192,7.798116785761726
193,8.040334404329288
194,9.649115818433359
195,9.013860051294253
196,8.143227533956388
197,6.271832514267577
198,7.480754184237949
199,8.419941747039001
200,8.663758680100539
201,6.568916761182394
202,6.372063630651225
203,8.90411769693379
204,8.396539353736488
205,6.775143471179547
206,7.981026340254444
207,6.473118317141154
208,6.296596005108103
209,9.115936769844815
210,8.606914347810324
211,9.200844489350782
212,8.34532943926737
213,6.635532136633791
214,8.08021356925807
215,7.043618683267652
216,6.740687119078817
217,7.712715909269094
218,7.532102989938966
219,6.4259377902331805
220,6.563592815616609
221,7.310920201774476
222,8.067729579508644
223,7.532430830881603
224,6.576837698471046
225,8.977666551109523
226,6.425682209259308
227,7.827774588804653
228,6.248516977608786
229,9.659152956368516
230,8.492427761627118
231,8.63561633262427
232,6.632121459080292
233,8.945966585436503
234,8.47993560950001
235,8.578302331333395
236,6.302321730071774
237,9.499811279979356
238,9.23257216692442
239,9.644311364729953
240,6.600664390603847
241,7.069986099770435
242,7.15532350785965
243,7.829114193028321
244,9.134396421297073
245,6.422013350464565
246,8.291049971065881
247,8.357563416433987
248,8.20534607933322
249,6.7205074182088715
250,6.622327537399883
251,7.697447575862843
252,6.340855770868934
253,9.390074404988377
254,9.155610765375473
255,8.576686622840546
256,6.651605991969242
257,6.256552000042293
258,9.39522843660184
259,7.676551659135351
260,6.142515266749725
261,8.584995833088586
262,6.126855446445655
263,7.107172984949832
264,8.39878472972208
265,8.916793724943316
266,6.821464399976211
267,8.755874052669332
268,6.808583134860316
269,9.209972348229241
270,8.673490401649065
271,8.796251619168888
272,7.455109718539269
273,6.856576249902969
274,7.431409399218933
275,6.548823175125152
276,7.21110648190019
277,9.628373482208492
278,8.58448539869069
279,8.550877529795208
280,7.471229778187011
281,6.603293092914782
282,7.443758837633777
283,7.08390139464615
284,6.5160383287172605
285,6.739480879523618
286,6.651653038711713
